"eco_values","species","latitude","longitude","date_obs","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","occurrence_id","tmax_mean_c","prec_mean_annual","elevation","NDVI"
97,"Libellula depressa",46.42674,6.1702,"2022-05-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",116,13.5708333333334,122.875,714,0.8756
97,"Libellula depressa",46.97107,6.68301,"2021-06-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",117,11.26875,114.916666666667,1060,0.807438888888889
97,"Castor fiber",46.34284,6.95155,"2023-03-04","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",118,13.1354166666667,117.333333333333,809,0.876572222222222
97,"Castor fiber",46.34284,6.95155,"2023-04-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",119,13.1354166666667,117.333333333333,809,0.876572222222222
97,"Libellula depressa",46.83694,6.81599,"2024-06-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",120,15.325,81.1458333333333,443,0.818838888888889
97,"Libellula depressa",47.195,8.32938,"2024-07-09","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",121,13.3833333333334,118.166666666667,725,0.839833333333333
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",122,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",123,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.37944,8.90097,"2020-05-31","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",124,16.1604166666667,111.6875,360,0.714305555555556
97,"Libellula depressa",46.97149,6.74871,"2023-05-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",125,11.4416666666667,110.416666666667,1091,0.8158
97,"Libellula depressa",47.37253,8.59717,"2021-06-12","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",126,13.7125,100.75,689,0.88755
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",127,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.92859,7.40581,"2024-05-20","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",128,14.0208333333334,86.7083333333333,643,0.841472222222222
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",129,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.37378,8.46478,"2021-06-16","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",130,14.1958333333334,90.9166666666667,611,0.883211111111111
97,"Castor fiber",47.28782,7.80215,"2025-03-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",131,14.7770833333334,77.2083333333333,489,0.857988888888889
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",132,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",47.28782,7.80215,"2025-03-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",133,14.7770833333334,77.2083333333333,489,0.857988888888889
97,"Libellula depressa",46.43346,7.1459,"2023-06-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",134,8.38750000000005,128.125,1586,0.672855555555556
97,"Libellula depressa",46.79117,6.68554,"2024-07-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",135,14.8666666666667,81.2916666666667,434,0.809261111111111
97,"Libellula depressa",46.24089,9.1566,"2025-07-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",136,15.0125,99.9166666666667,458,0.876011111111111
97,"Libellula depressa",47.09423,9.24984,"2021-06-02","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",137,11.5291666666667,147.75,1031,0.827227777777778
97,"Libellula depressa",46.92859,7.40581,"2023-05-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",138,14.0208333333334,86.7083333333333,643,0.841472222222222
97,"Libellula depressa",47.63576,9.13524,"2023-06-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",139,13.6979166666667,80.3333333333333,542,0.854561111111111
97,"Libellula depressa",47.10679,6.81284,"2021-09-06","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",140,11.15,116.5625,1137,0.78435
97,"Libellula depressa",47.37253,8.59717,"2021-06-28","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",141,13.7125,100.75,689,0.88755
97,"Libellula depressa",47.37537,8.26619,"2021-06-02","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",142,14.4416666666667,84.0416666666667,550,0.868094444444445
97,"Libellula depressa",47.41985,8.33314,"2021-05-09","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",143,13.9625,92.6875,672,0.7178
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",144,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",47.28782,7.80215,"2025-03-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",145,14.7770833333334,77.2083333333333,489,0.857988888888889
97,"Castor fiber",46.68512,9.49762,"2025-04-17","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",146,11.0041666666667,92.9375,1234,0.805744444444444
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",147,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",47.28782,7.80215,"2025-04-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",148,14.7770833333334,77.2083333333333,489,0.857988888888889
97,"Libellula depressa",46.29756,6.88707,"2021-07-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",149,12.0375,137.166666666667,944,0.8437
97,"Libellula depressa",46.88358,7.53703,"2023-05-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",150,14.7187500000001,86.2708333333333,529,0.790261111111111
97,"Castor fiber",47.28782,7.80215,"2025-03-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",151,14.7770833333334,77.2083333333333,489,0.857988888888889
97,"Libellula depressa",46.96566,8.78552,"2021-07-06","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",152,9.70208333333335,158.1875,1123,0.8927
97,"Castor fiber",47.28782,7.80215,"2025-04-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",153,14.7770833333334,77.2083333333333,489,0.857988888888889
97,"Libellula depressa",46.5187,6.36353,"2023-07-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",154,13.8125000000001,113.9375,599,0.827127777777778
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",155,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.54781,9.62282,"2024-07-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",156,8.61041666666671,100.395833333333,1423,0.818205555555556
97,"Libellula depressa",47.55422,8.40184,"2023-06-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",157,14.8833333333334,81.0625,479,0.853816666666667
97,"Libellula depressa",46.79117,6.68554,"2021-06-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",158,14.8666666666667,81.2916666666667,434,0.809261111111111
97,"Libellula depressa",46.10877,8.9584,"2024-06-13","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",159,14.56875,150.5,759,0.908327777777778
97,"Libellula depressa",46.10877,8.9584,"2022-05-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",160,14.56875,150.5,759,0.908327777777778
97,"Libellula depressa",46.86497,9.5045,"2023-05-26","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",161,14.2500000000001,83.3541666666667,703,0.790544444444444
97,"Libellula depressa",46.86377,9.57005,"2023-05-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",162,9.30000000000001,107.104166666667,1396,0.810227777777778
97,"Libellula depressa",46.97107,6.68301,"2021-06-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",163,11.26875,114.916666666667,1060,0.807438888888889
97,"Libellula depressa",47.37537,8.26619,"2024-05-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",164,14.4416666666667,84.0416666666667,550,0.868094444444445
97,"Libellula depressa",47.062083,8.372395,"2024-06-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",165,14.06875,119.458333333333,619,0.882388888888889
97,"Libellula depressa",46.5187,6.36353,"2023-07-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",166,13.8125000000001,113.9375,599,0.827127777777778
97,"Libellula depressa",47.24133,8.13203,"2021-05-28","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",167,13.1291666666667,116.9375,698,0.819483333333333
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",168,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",47.59735,8.60208,"2024-04-30","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",169,15.4125,71.8125,348,0.857094444444444
97,"Castor fiber",46.83784,7.01261,"2024-04-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",170,14.35,91.5833333333333,605,0.802838888888889
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",171,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",46.88358,7.53703,"2022-01-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",172,14.7187500000001,86.2708333333333,529,0.790261111111111
97,"Libellula depressa",46.86497,9.5045,"2023-05-26","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",173,14.2500000000001,83.3541666666667,703,0.790544444444444
97,"Libellula depressa",47.14833,8.52639,"2022-06-20","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",174,12.7416666666667,133.1875,717,0.895288888888889
97,"Castor fiber",47.10838,7.27395,"2025-05-15","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",175,14.7791666666667,79.125,571,0.849305555555556
97,"Libellula depressa",47.24303,7.14145,"2023-06-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",176,11.13125,104,1167,0.806
97,"Libellula depressa",46.77621,9.43561,"2021-07-06","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",177,9.03541666666672,94.4375,1470,0.771188888888889
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",178,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.59735,8.60208,"2020-05-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",179,15.4125,71.8125,348,0.857094444444444
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",180,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.01748,6.94541,"2024-05-26","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",181,11.6,107.270833333333,919,0.880433333333333
97,"Libellula depressa",46.29756,6.88707,"2021-06-04","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",182,12.0375,137.166666666667,944,0.8437
97,"Libellula depressa",46.97149,6.74871,"2024-06-28","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",183,11.4416666666667,110.416666666667,1091,0.8158
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",184,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.46577,8.20127,"2025-06-03","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",185,15.0354166666667,81.0833333333333,429,0.878305555555556
97,"Libellula depressa",47.01748,6.94541,"2020-04-24","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",186,11.6,107.270833333333,919,0.880433333333333
97,"Libellula depressa",46.97149,6.74871,"2022-05-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",187,11.4416666666667,110.416666666667,1091,0.8158
97,"Libellula depressa",47.41875,8.46565,"2024-07-09","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",188,14.325,82.8958333333333,542,0.889038888888889
